Poligonal,Ponto,Longitude,Latitude,Distância em km (em relação ao anterior)
122,5,-74.515586853,40.7469749451,6.0571149926
122,6,-74.5367126465,40.7206916809,3.421964352
122,7,-74.6029891968,40.6727294922,7.7241137163
122,8,-74.6408309937,40.6513557434,3.979540791
122,9,-74.6504974365,40.6370506287,1.7875518269
123,1,-74.6504974365,40.6370506287,0
123,2,-74.6269378662,40.6351547241,1.9991385706
123,3,-74.466255188,40.6514358521,13.6775249119
123,4,-74.4207611084,40.6666259766,4.1928097827
123,5,-74.3696899414,40.6967506409,5.4558822931
123,6,-74.3058624268,40.7141609192,5.7179603018
123,7,-74.2673339844,40.7077445984,3.3248904364
124,1,-75.568649292,40.5822219849,110.6748966116
124,2,-75.5434112549,40.5866394043,2.1871414721
124,3,-75.5141983032,40.5993156433,2.8409541095
124,4,-75.4866409302,40.6103401184,2.6296356668
124,5,-75.4535751343,40.624671936,3.2138557084
124,6,-75.4293212891,40.6323852539,2.2192434415
124,7,-75.395149231,40.647819519,3.3554283862
124,8,-75.35105896,40.6676597595,4.3242867653
124,9,-75.3201980591,40.6808853149,2.9893533142
124,10,-75.2970504761,40.6875,2.085807058
124,11,-75.2711410522,40.6930122375,2.268862013
124,12,-75.2347717285,40.695766449,3.0814737718
124,13,-75.2236175537,40.6953582764,0.9414619445
124,14,-75.2036056519,40.6905250549,1.7707232226
124,15,-75.1911315918,40.6875114441,1.1038382468
124,16,-75.1390380859,40.6679534912,4.9018204411
124,17,-75.0894775391,40.6633987427,4.2107102173
124,18,-75.0230636597,40.6385307312,6.2480634963
124,19,-74.9494628906,40.6298065186,6.2860285524
124,20,-74.8924331665,40.632270813,4.8204133722
124,21,-74.8067932129,40.6377410889,7.2521005926
124,22,-74.7497634888,40.6396942139,4.8169636428
124,23,-74.6504974365,40.6370506287,8.3810901202
125,1,-75.700378418,41.070526123,100.5988394428
125,2,-75.687828064,41.0612754822,1.4714382668
125,3,-75.6691360474,41.0528411865,1.8264470804
125,4,-75.6565856934,41.0435905457,1.4716405804
125,5,-75.6507110596,41.0353431702,1.0410413503
125,6,-75.6454086304,41.0284614563,0.8850783622
125,7,-75.6390228271,41.0161132813,1.473861775
125,8,-75.6339263916,41.0015220642,1.677879129
125,9,-75.6349563599,40.9856567383,1.7662603454
125,10,-75.6334991455,40.971572876,1.5708244974
125,11,-75.6331863403,40.9602165222,1.2630420264
125,12,-75.6360168457,40.9452857971,1.677151591
125,13,-75.6430892944,40.9308700562,1.7095024383
125,14,-75.6512832642,40.9196510315,1.4248401695
125,15,-75.6532516479,40.9142303467,0.6250328777
125,16,-75.6546554565,40.9069824219,0.8145203318
125,17,-75.6530456543,40.8987998962,0.9198592215
125,18,-75.6525115967,40.896068573,0.3070085269
125,19,-75.6532287598,40.8919944763,0.457011918
125,20,-75.6545257568,40.8888397217,0.3673443673
125,21,-75.6570129395,40.8870506287,0.2886003703
125,22,-75.6645202637,40.8785438538,1.1371343744
125,23,-75.6721038818,40.8677597046,1.3581337708
125,24,-75.672996521,40.856426239,1.2624576116
125,25,-75.6758728027,40.8392181396,1.9286875323
125,26,-75.6773223877,40.8301696777,1.0135070465
125,27,-75.6813430786,40.8157081604,1.6432520193
125,28,-75.68775177,40.802192688,1.596711218
125,29,-75.6897735596,40.794506073,0.8714912578
125,30,-75.6868896484,40.7885665894,0.7036507329
125,31,-75.6768264771,40.7784423828,1.4089710647
125,32,-75.6602630615,40.7618751526,2.3106790661
125,33,-75.6502990723,40.7481193542,1.7447022683
125,34,-75.6444244385,40.740776062,0.9548106971
125,35,-75.6410140991,40.7316513062,1.0545283087
125,36,-75.6358184814,40.7220420837,1.154716252
125,37,-75.6287231445,40.7151298523,0.9738211929
125,38,-75.6161804199,40.7076873779,1.3425693407
125,39,-75.6049118042,40.6984558105,1.3985832553
125,40,-75.5979690552,40.6856422424,1.5403566191
125,41,-75.5905151367,40.6696510315,1.8859750118
125,42,-75.5820770264,40.6454811096,2.7802327343
125,43,-75.5772018433,40.6245346069,2.3651957221
125,44,-75.5750274658,40.6154327393,1.0285859885
125,45,-75.5724029541,40.5999717712,1.7333985056
125,46,-75.5714416504,40.590877533,1.0144852671
125,47,-75.568649292,40.5822219849,0.9909170646
126,1,-89.0221557617,40.5424804688,1135.3815532464
126,2,-89.0645065308,40.5399093628,3.5900983221
126,3,-89.0929336548,40.5400009155,2.4021961437
126,4,-89.2063827515,40.6047210693,11.983643881
126,5,-89.2759552002,40.6189231873,6.0813830002
126,6,-89.4709396362,40.6163978577,16.4600160336
126,7,-89.5054473877,40.6186676025,2.9235400224
126,8,-89.5557250977,40.6372489929,4.7193509154
126,9,-89.5751419067,40.672618866,4.260399404
126,10,-89.6085205078,40.7079734802,4.8347443242
126,11,-89.6327972412,40.7174758911,2.3028663621
126,12,-89.6564941406,40.7410354614,3.2939356975
126,13,-89.6868362427,40.7464370728,2.6257979251
126,14,-89.7797775269,40.7807388306,8.7073647996
126,15,-89.8411407471,40.7932929993,5.3514773315
126,16,-89.9288482666,40.8429260254,9.2159163445
126,17,-89.9695892334,40.8500404358,3.5170516344
126,18,-90.2423858643,40.9104385376,23.8976929027
126,19,-90.3241119385,40.9321670532,7.2792904134
126,20,-90.3402557373,40.9597358704,3.3519876495
126,21,-90.3398742676,40.9792480469,2.1698914121
126,22,-90.3339691162,41.2528953552,30.4322132615
126,23,-90.3422775269,41.334980011,9.1537525865
126,24,-90.3330383301,41.4326210022,10.8845111312
127,1,-74.2673339844,40.7077445984,1347.2669746527
127,2,-74.2869262695,40.6896781921,2.6007077235
127,3,-74.2933807373,40.6812210083,1.0865248188
127,4,-74.2961807251,40.6730995178,0.9334271784
127,5,-74.2972869873,40.6622123718,1.2141856758
127,6,-74.3015899658,40.6469650269,1.7338502629
127,7,-74.315071106,40.615688324,3.6591518661
127,8,-74.3211898804,40.6008872986,1.7249503401
127,9,-74.3271255493,40.590133667,1.2965271922
127,10,-74.3317642212,40.5816001892,1.0265528978
127,11,-74.3327941895,40.5720748901,1.062730991
127,12,-74.3344802856,40.5616340637,1.1696702346
127,13,-74.3299179077,40.5555801392,0.7756970389
127,14,-74.3224716187,40.5462188721,1.2162773425
127,15,-74.3172302246,40.541595459,0.6785629578
127,16,-74.3121032715,40.5346069336,0.8897055891
128,1,-74.379119873,40.5104103088,6.2710757106
128,2,-74.3121032715,40.5346069336,6.2710757106
129,1,-74.379119873,40.5104103088,6.2710757106
129,2,-74.3873596191,40.5156059265,0.9049679587
129,3,-74.4032669067,40.5255241394,1.7390344902
129,4,-74.4175186157,40.5317687988,1.390327328
129,5,-74.4909667969,40.5399627686,6.2734797789
129,6,-74.5349731445,40.5296325684,3.8923034133
129,7,-74.5573120117,40.5605049133,3.9175643235
129,8,-74.6180953979,40.5841369629,5.7673192616
129,9,-74.6321792603,40.5953521729,1.7232213711
129,10,-74.6504974365,40.6370506287,4.8876625646
130,1,-80.0919113159,40.6679840088,458.9813982028
130,2,-79.9442901611,40.6055793762,14.2587460319
130,3,-79.8841247559,40.5822486877,5.7041303356
130,4,-79.8548202515,40.5555496216,3.8653095129
130,5,-79.8479232788,40.5484237671,0.9835562988
130,6,-79.7890472412,40.5050392151,6.9307064346
130,7,-79.7542495728,40.4562149048,6.1754421462
130,8,-79.750579834,40.4358673096,2.2837607993
131,1,-75.568649292,40.5822219849,353.8892435126
131,2,-75.7472076416,40.5825538635,15.0791803572
131,3,-75.7994155884,40.576007843,4.468809984
131,4,-75.8470840454,40.5820884705,4.0821556032
131,5,-75.9457931519,40.5797080994,8.3403067922
131,6,-76.0134124756,40.5600852966,6.1140716771
131,7,-76.1778945923,40.4979934692,15.5216098968
131,8,-76.3113098145,40.4734573364,11.608264143
131,9,-76.4132843018,40.4462203979,9.1435847806
131,10,-76.5205383301,40.4221534729,9.4638208087
132,1,-76.0079345703,41.0527153015,82.3488766487
132,2,-76.0161056519,41.0115203857,4.6316569359
132,3,-76.0374755859,40.979549408,3.9817939918
132,4,-76.0267715454,40.9082107544,7.9832814053
132,5,-76.0706863403,40.8406639099,8.3693759429
132,6,-76.1256027222,40.7968101501,6.7181983041
132,7,-76.2274475098,40.772441864,8.9926101159
132,8,-76.3386611938,40.7240791321,10.802318895
132,9,-76.3880310059,40.6691856384,7.3878658897
132,10,-76.4441680908,40.6447029114,5.4622089354
132,11,-76.4482421875,40.6156959534,3.243698666
132,12,-76.4146118164,40.5963745117,3.5603478345
132,13,-76.4094543457,40.5768318176,2.2162615166
132,14,-76.4308319092,40.5638618469,2.3109057126
132,15,-76.4355545044,40.530796051,3.6983382162
132,16,-76.4466552734,40.5159225464,1.9014772413
132,17,-76.4873352051,40.5044631958,3.6675664689
132,18,-76.517906189,40.4802093506,3.7358278947
132,19,-76.5280838013,40.444442749,4.0692040969
132,20,-76.5205383301,40.4221534729,2.5594105628
133,1,-80.0919113159,40.6679840088,302.9825768669
133,2,-80.1009216309,40.6491966248,2.2230276098
133,3,-80.0905380249,40.5804443359,7.6949835186
133,4,-80.1120529175,40.5727424622,2.0087814351
133,5,-80.1121292114,40.5418891907,3.4307333139
133,6,-80.1303024292,40.5279541016,2.1816695978
133,7,-80.1453170776,40.5067176819,2.6808615856
133,8,-80.1416549683,40.4918823242,1.6784265396
133,9,-80.1129989624,40.4171066284,8.6609793758
134,1,-79.750579834,40.4358673096,30.7481076616
134,2,-79.7802734375,40.4385108948,2.5301745751
134,3,-79.8053665161,40.4484901428,2.3959354342
134,4,-79.8643951416,40.4428672791,5.0340813463
134,5,-79.8774414063,40.4353637695,1.383904466
134,6,-79.9126739502,40.4233551025,3.2674644226
134,7,-79.9812011719,40.4311027527,5.8641090977
134,8,-80.0188903809,40.420375824,3.4059588402
134,9,-80.0462646484,40.4089393616,2.6434993892
134,10,-80.0709228516,40.4061737061,2.1103297697
134,11,-80.1129989624,40.4171066284,3.7640755748
135,1,-76.5205383301,40.4221534729,304.0975300846
135,2,-76.6106491089,40.4092407227,7.7626743432
135,3,-76.6884536743,40.3630561829,8.3545471006
135,4,-76.8004608154,40.3260650635,10.3453268675
135,5,-76.8320388794,40.3040084839,3.6309081145
135,6,-76.8683319092,40.2905883789,3.4206090642
135,7,-76.9025192261,40.3098068237,3.60171403
135,8,-76.9374847412,40.3108711243,2.9671524141
135,9,-76.9889831543,40.2743682861,5.9625935708
135,10,-77.0407714844,40.2777481079,4.409502034
135,11,-77.1199951172,40.2308349609,8.5095159695
135,12,-77.1314849854,40.2208938599,1.4742594797
136,1,-79.750579834,40.4358673096,223.293271929
136,2,-79.7339324951,40.4057693481,3.6313427847
136,3,-79.6873016357,40.3816375732,4.7744240817
136,4,-79.6889648438,40.3176498413,7.1165070167
136,5,-79.6782226563,40.2820053101,4.0668375167
136,6,-79.6141281128,40.2141494751,9.301654316
137,1,-74.379119873,40.5104103088,444.7001188703
137,2,-74.3974380493,40.4923324585,2.5376445013
137,3,-74.4140548706,40.4714546204,2.7137643353
137,4,-74.4244003296,40.4558143616,1.9469292283
137,5,-74.4328536987,40.4419326782,1.701257627
137,6,-74.4463348389,40.4236373901,2.3324814656
137,7,-74.4575195313,40.402130127,2.5721471059
137,8,-74.4685821533,40.3837738037,2.2458719655
137,9,-74.4759750366,40.3662185669,2.0500508208
137,10,-74.4764709473,40.3544235229,1.3122219382
137,11,-74.483795166,40.3382873535,1.8985893822
137,12,-74.490737915,40.3162384033,2.5213820609
137,13,-74.4945297241,40.2977256775,2.0834805945
137,14,-74.502281189,40.2715682983,2.9819604086
137,15,-74.5101013184,40.2576828003,1.6805360043
137,16,-74.5265197754,40.2394752502,2.45775986
137,17,-74.5428085327,40.2244377136,2.16977527
137,18,-74.5676193237,40.207321167,2.8391202134
137,19,-74.5916595459,40.1938095093,2.5349417592
138,1,-74.5916595459,40.1938095093,0
138,2,-74.6258239746,40.1977615356,2.9348598057
138,3,-74.6876907349,40.201877594,5.2742686436
138,4,-74.699432373,40.1944274902,1.2964457607
138,5,-74.7115631104,40.1919746399,1.0658571395
139,1,-74.7115631104,40.1919746399,0
139,2,-74.7222595215,40.211265564,2.3294831273
139,3,-74.6926193237,40.2450866699,4.5249209547
139,4,-74.6889724731,40.2613372803,1.8332967867
139,5,-74.6969070435,40.2742118835,1.5819811774
139,6,-74.7252731323,40.2889022827,2.9083154111
139,7,-74.7672042847,40.296169281,3.6470030542
140,1,-77.1314849854,40.2208938599,200.7940276337
140,2,-77.017288208,40.1878662109,10.3702015407
140,3,-76.9775543213,40.1904220581,3.387092885
140,4,-76.9479980469,40.197555542,2.632775589
140,5,-76.9070892334,40.1946487427,3.4895965018
140,6,-76.8727111816,40.2035484314,3.0829199155
141,1,-80.1129989624,40.4171066284,275.758632862
141,2,-80.0999221802,40.3897018433,3.2422109671
141,3,-80.1243133545,40.3633422852,3.5860848492
141,4,-80.1222763062,40.3407020569,2.5233896335
141,5,-80.156867981,40.3136672974,4.1994698332
141,6,-80.1633377075,40.2931175232,2.3499717295
141,7,-80.1538619995,40.2651901245,3.207735209
141,8,-80.1975860596,40.2420349121,4.5163624397
141,9,-80.2074508667,40.2159690857,3.0169510326
141,10,-80.2381744385,40.2003364563,3.135076321
141,11,-80.245300293,40.1820373535,2.1228851247
142,1,-74.1089859009,40.1740341187,521.2244557729
142,2,-74.2517852783,40.1718940735,12.1351527069
142,3,-74.404510498,40.1766433716,12.9866517533
142,4,-74.5916595459,40.1938095093,16.0122523076
143,1,-74.7672042847,40.296169281,18.7491883223
143,2,-74.7858505249,40.2974777222,1.5880447461
143,3,-74.8192901611,40.2900276184,2.9546173489
143,4,-74.8537826538,40.2626914978,4.2192149621
143,5,-74.8844909668,40.2383270264,3.7592098921
143,6,-74.881187439,40.1969718933,4.6070278481
143,7,-74.8986206055,40.1646728516,3.8848710043
143,8,-74.8913116455,40.1341285706,3.4527135321
144,1,-75.2780914307,40.1166000366,32.9431175326
144,2,-75.2090454102,40.131690979,6.105763264
144,3,-75.1322097778,40.1629257202,7.396841426
144,4,-75.1176376343,40.1667327881,1.3086202579
144,5,-75.0448150635,40.1662521362,6.1881248381
144,6,-74.977897644,40.1354370117,6.6398547276
144,7,-74.9586639404,40.1350517273,1.6356434105
144,8,-74.8913116455,40.1341285706,5.7266815663
145,1,-75.568649292,40.5822219849,76.002481222
145,2,-75.5669708252,40.5776596069,0.5267447174
145,3,-75.5629196167,40.5703353882,0.8833743001
145,4,-75.5530548096,40.5552139282,1.8766004378
145,5,-75.5349502563,40.5313453674,3.0633923334
145,6,-75.5267105103,40.5230560303,1.1552420614
145,7,-75.5125808716,40.509223938,1.9473732954
145,8,-75.5018844604,40.5022544861,1.1909678969
145,9,-75.4899902344,40.495262146,1.2712150573
145,10,-75.4744186401,40.490032196,1.4394743489
145,11,-75.464881897,40.4848899841,0.9886382852
145,12,-75.4631652832,40.4816894531,0.3843569238
145,13,-75.4579467773,40.4738922119,0.972900779
145,14,-75.4539108276,40.4670219421,0.8367550746
145,15,-75.4522323608,40.4624557495,0.5272188845
145,16,-75.446395874,40.4551048279,0.9549629639
145,17,-75.4375457764,40.4472579956,1.1498173783
145,18,-75.4346237183,40.4440345764,0.4354455381
145,19,-75.4311141968,40.4403457642,0.5064115226
145,20,-75.4299545288,40.4385108948,0.2264053801
145,21,-75.4282073975,40.4362182617,0.2947075004
145,22,-75.4270782471,40.4334716797,0.3200088791
145,23,-75.4248657227,40.4266357422,0.7828507319
145,24,-75.4221191406,40.4170608521,1.0897703378
145,25,-75.4182739258,40.4038467407,1.5049767674
145,26,-75.4137878418,40.3924293518,1.3251743265
145,27,-75.4012527466,40.3668289185,3.0382120632
145,28,-75.3836746216,40.3284339905,4.5217459495
145,29,-75.3626403809,40.2858924866,5.0554886753
145,30,-75.3483581543,40.2597923279,3.1449936199
145,31,-75.3410949707,40.2406196594,2.2192273146
145,32,-75.3338241577,40.2223434448,2.1238866378
145,33,-75.3293762207,40.2100219727,1.4211865566
145,34,-75.3208236694,40.1944580078,1.8768784395
145,35,-75.3094024658,40.1742973328,2.4427144241
145,36,-75.3002243042,40.1596221924,1.8085886399
145,37,-75.2869338989,40.1416969299,2.2910230216
145,38,-75.2780914307,40.1166000366,2.8901350811
146,1,-79.6141281128,40.2141494751,368.5715704269
146,2,-79.6289978027,40.2080039978,1.435730648
146,3,-79.6556625366,40.2134475708,2.3437933932
146,4,-79.6736068726,40.2095108032,1.5853909822
146,5,-79.7390594482,40.1648254395,7.4566699264
146,6,-79.7845687866,40.157661438,3.9485181721
146,7,-79.8733139038,40.1297149658,8.1583993377
146,8,-79.9145965576,40.105342865,4.4347885015
146,9,-79.9688186646,40.1256103516,5.1321221139
146,10,-80.0002365112,40.1295280457,2.7064627888
146,11,-80.0486831665,40.1553192139,5.0182779957
146,12,-80.1026000977,40.1651000977,4.7091741117
146,13,-80.1496429443,40.1514205933,4.277414579
146,14,-80.174118042,40.1622467041,2.4032374503
146,15,-80.19190979,40.1550636292,1.7099810276
146,16,-80.2066955566,40.1642723083,1.6208938134
146,17,-80.2222900391,40.1784515381,2.0594861506
146,18,-80.245300293,40.1820373535,1.9950849889
147,1,-75.4189224243,40.0927009583,410.3535531324
147,2,-75.3732070923,40.093296051,3.8892978872
147,3,-75.3035049438,40.1116027832,6.268079144
147,4,-75.2780914307,40.1166000366,2.2314022103
148,1,-74.7632217407,40.0851478577,43.9312417655
148,2,-74.7415313721,40.1019134521,2.6229112045
148,3,-74.7156448364,40.1489677429,5.6762795076
148,4,-74.7115631104,40.1919746399,4.7947081142
149,1,-74.8913116455,40.1341285706,16.5734820581
149,2,-74.859413147,40.1180419922,3.2488597498
149,3,-74.8446960449,40.1024780273,2.1357776214
149,4,-74.8397293091,40.0972213745,0.721192311
149,5,-74.7932281494,40.0867042542,4.1248889541
149,6,-74.7632217407,40.0851478577,2.5585940045
150,1,-74.5916595459,40.1938095093,18.9387769854
150,2,-74.6163024902,40.1798591614,2.6054382099
150,3,-74.6343460083,40.1652984619,2.2297263672
150,4,-74.6585159302,40.1476974487,2.8371868802
150,5,-74.6790084839,40.1318321228,2.4792554032
150,6,-74.6965026855,40.1154327393,2.3532508443
150,7,-74.7122344971,40.0976409912,2.3883002846
150,8,-74.7228775024,40.0865325928,1.5314606852
150,9,-74.7303237915,40.0807991028,0.8987612611
151,1,-74.7632217407,40.0851478577,2.8403129568
151,2,-74.7303237915,40.0807991028,2.8403129568
152,1,-76.8727111816,40.2035484314,182.6148560369
152,2,-76.8143920898,40.1941833496,5.0614206589
152,3,-76.7901153564,40.2153549194,3.1293229133
152,4,-76.6926727295,40.2061538696,8.3375245236
152,5,-76.5975646973,40.2019081116,8.0908532886
152,6,-76.5040283203,40.2188835144,8.1640551961
152,7,-76.4402160645,40.2197036743,5.4188152468
152,8,-76.39503479,40.2197799683,3.8361484292
152,9,-76.3268051147,40.2318496704,5.945999292
152,10,-76.185546875,40.2481575012,12.126362313
152,11,-76.1045761108,40.2309494019,7.1342421402
152,12,-76.0926437378,40.2249183655,1.2148680887
152,13,-76.0112686157,40.1986083984,7.503797837
152,14,-75.9869918823,40.179271698,2.9792012194
152,15,-75.9089050293,40.1728515625,6.6725747868
152,16,-75.8923568726,40.1594924927,2.045439636
152,17,-75.8417663574,40.1348152161,5.1009382473
152,18,-75.7955093384,40.1319351196,3.9454964407
152,19,-75.6828384399,40.0691184998,11.8585919931
152,20,-75.6001358032,40.0601959229,7.1075440201
152,21,-75.5533065796,40.0803489685,4.571703472
152,22,-75.4764328003,40.0782241821,6.5447842643
152,23,-75.4189224243,40.0927009583,5.1506237315
153,1,-80.245300293,40.1820373535,410.3535531324
153,2,-80.2762985229,40.1740989685,2.7775347528
153,3,-80.2837142944,40.1635017395,1.336252305
153,4,-80.306388855,40.1430397034,2.9816977751
153,5,-80.4095840454,40.1057701111,9.7036138224
153,6,-80.4942703247,40.1028785706,7.2097384093
153,7,-80.5256652832,40.0867805481,3.2149347497
153,8,-80.5731277466,40.0624160767,4.8630060754
153,9,-80.6480560303,40.0437812805,6.705622342
153,10,-80.7132263184,40.06300354,5.9444440955
153,11,-80.7309417725,40.0601730347,1.5401471547
153,12,-80.7538070679,40.05651474,1.9880680042
153,13,-80.7932281494,40.0509567261,3.411697543
153,14,-80.8442306519,40.0618591309,4.5069200086
153,15,-80.8957595825,40.0582122803,4.4040945338
153,16,-80.9183425903,40.0653114319,2.0776860194
153,17,-80.9530029297,40.0734405518,3.0847815118
153,18,-80.9818344116,40.0603981018,2.85003952
153,19,-81.0413818359,40.0487518311,5.2310397924
153,20,-81.0892410278,40.0442199707,4.1049294075
153,21,-81.1081466675,40.0495796204,1.7160883624
153,22,-81.1459121704,40.0593795776,3.3939988609
153,23,-81.1891860962,40.0472297668,3.9231609524
153,24,-81.2949371338,40.0463523865,9.0022528145
153,25,-81.4408874512,40.021900177,12.7198644392
153,26,-81.5446472168,39.9968261719,9.2664626563
154,1,-81.5019226074,41.051322937,117.3102812606
154,2,-81.5042114258,41.0271835327,2.6910347872
154,3,-81.4934616089,40.9771194458,5.6394895402
154,4,-81.43775177,40.9502449036,5.5507876112
154,5,-81.4272003174,40.9355888367,1.8550699543
154,6,-81.4374694824,40.8794212341,6.3048938167
154,7,-81.3966369629,40.8225669861,7.1945490153
154,8,-81.3977661133,40.7899246216,3.6309092873
154,9,-81.3893203735,40.77784729,1.5195799993
154,10,-81.3900680542,40.7583007813,2.1743844777
154,11,-81.4193954468,40.7174491882,5.1710371919
154,12,-81.4551620483,40.6405258179,9.0696759386
154,13,-81.5077209473,40.5834960938,7.7393127017
154,14,-81.5125045776,40.5715408325,1.3893987393
154,15,-81.4812240601,40.521232605,6.1869798306
154,16,-81.4661407471,40.4785842896,4.9107728761
154,17,-81.4721984863,40.4570617676,2.4474447491
154,18,-81.5239257813,40.39868927,7.82943169
154,19,-81.5429534912,40.2973175049,11.3867777608
154,20,-81.526222229,40.2465667725,5.8190122345
154,21,-81.540763855,40.2052536011,4.7568113899
154,22,-81.5418167114,40.0745162964,14.537600499
154,23,-81.5497055054,40.0438575745,3.474576839
154,24,-81.5540847778,40.0255622864,2.0682263859
154,25,-81.5446472168,39.9968261719,3.2948505755
155,1,-78.2478179932,39.9843406677,280.8509039184
155,2,-78.2442779541,39.9902534485,0.7233460204
155,3,-78.1864013672,40.0264015198,6.3603960367
155,4,-78.1227416992,40.0258293152,5.4208456116
155,5,-78.0850524902,40.0436897278,3.7736146771
155,6,-78.0093154907,40.0358581543,6.5060806533
155,7,-77.9703369141,40.0464401245,3.5206541495
155,8,-77.8881912231,40.0730171204,7.590017916
155,9,-77.8678359985,40.0880393982,2.4061231942
155,10,-77.8257675171,40.0890617371,3.5805576827
155,11,-77.789100647,40.1128005981,4.0858068649
155,12,-77.7567520142,40.1186943054,2.8277765867
155,13,-77.723777771,40.1482315063,4.3180372943
155,14,-77.6943130493,40.154624939,2.6031923387
155,15,-77.6587982178,40.1437950134,3.249887684
155,16,-77.5871505737,40.1670570374,6.6156730879
155,17,-77.4541702271,40.1897468567,11.5759389608
155,18,-77.3711090088,40.2010116577,7.1652250881
155,19,-77.2675933838,40.2044639587,8.7996289181
155,20,-77.1826705933,40.2201271057,7.4185485432
155,21,-77.1495361328,40.2236671448,2.8406145922
155,22,-77.1314849854,40.2208938599,1.5633010862
156,1,-79.6141281128,40.2141494751,210.7914425579
156,2,-79.5151748657,40.1649742126,10.0274858916
156,3,-79.4180221558,40.1324768066,9.0134911539
156,4,-79.3853302002,40.1016769409,4.4110294862
156,5,-79.300491333,40.1233253479,7.6056638608
156,6,-79.0768966675,40.0202102661,22.2136785333
156,7,-79.0537185669,40.0037193298,2.6942617291
156,8,-79.0312728882,39.9926605225,2.2732764579
156,9,-78.8120651245,39.9547805786,19.1483580354
156,10,-78.7979736328,39.9717025757,2.2322368823
156,11,-78.76978302,39.9724464417,2.4036889364
156,12,-78.7208175659,39.9869880676,4.4745055185
156,13,-78.6899490356,40.007686615,3.4944910008
156,14,-78.5982131958,40.0157737732,7.8643212676
156,15,-78.5685195923,40.0382499695,3.5550718728
156,16,-78.5434417725,40.0484352112,2.4165973282
156,17,-78.5182647705,40.0522689819,2.1849902201
156,18,-78.4751052856,40.0149726868,5.5408536921
156,19,-78.4387969971,39.9934883118,3.9078141413
156,20,-78.3878707886,40.0011100769,4.4200891501
156,21,-78.294593811,39.9808769226,8.2587558546
156,22,-78.2478179932,39.9843406677,4.0039580647
157,1,-74.8913116455,40.1341285706,286.1278951737
157,2,-74.8976593018,40.1084060669,2.9106913968
157,3,-74.9269256592,40.0972175598,2.7827516038
157,4,-75.0290756226,40.0471076965,10.3245759513
157,5,-75.0563812256,40.0217819214,3.6516777182
157,6,-75.0698928833,40.0129737854,1.511033101
157,7,-75.0928878784,39.9898376465,3.2333889917
157,8,-75.145362854,39.9645195007,5.2837844522
157,9,-75.1584854126,39.9484443665,2.1085758257
157,10,-75.1578216553,39.9135055542,3.885430883
158,1,-75.4189224243,40.0927009583,29.8601639209
158,2,-75.3838882446,40.0703010559,3.8843492795
158,3,-75.3085403442,40.0182418823,8.6399358988
158,4,-75.2345581055,39.966178894,8.5578154212
158,5,-75.1578216553,39.9135055542,8.7809295673
159,1,-75.1011962891,39.8670845032,7.069907103
159,2,-75.050163269,39.8697280884,4.3652801861
159,3,-75.0228271484,39.8800811768,2.6013547684
159,4,-74.9646759033,39.9310722351,7.5333715552
159,5,-74.8318634033,40.0340042114,16.0950034122
159,6,-74.7632217407,40.0851478577,8.1527739979
160,1,-75.1578216553,39.9135055542,38.6530529824
160,2,-75.1410522461,39.9130058289,1.4313145773
160,3,-75.1170806885,39.9122886658,2.046067813
160,4,-75.1000061035,39.9028892517,1.7926038736
160,5,-75.1011962891,39.8670845032,3.9826013001
161,1,-75.0910644531,39.8473892212,2.3545924505
161,2,-75.0801467896,39.8512649536,1.026833025
161,3,-75.0698776245,39.8537902832,0.9204928555
161,4,-75.0572052002,39.8562583923,1.1159995557
161,5,-75.0403137207,39.8595581055,1.4877636345
161,6,-75.0233917236,39.8637657166,1.518224107
